"x"
"acad9"
"acads_3"
"adck1"
"alad"
"alkbh3"
"capzb_2"
"cdipt"
"chek1"
"cops5"
"cry-dash"
"ddost"
"ddx41"
"farsb"
"fbxw9"
"fen1"
"gpa33"
"hmbs"
"hnrnpab"
"kat6a"
"laml1"
"lta4h"
"m6pr"
"macroh2a2"
"mrpl45"
"mtrf1l_3"
"nelfe"
"nrde2"
"nudt1"
"nup155"
"nup85"
"pdss2"
"phb1_2"
"phf10"
"phgdh"
"ppp1r8"
"psmd1"
"psmd3"
"rad51-a"
"skic8"
"slc25a20"
"ssrp1"
"suclg1_2"
"tapbp"
"tbrg1"
"tcp11l1"
"thop1"
"thrap3"
"tiprl"
"tmem126a_2"
"top3b"
"tp53"
"tubb4b"
"urod"
"vdac1"
"wipi2"
