"x"
"atp2a2"
"blzf1"
"cdhr4_2"
"ctsd"
"elf5"
"hgs"
"htr3a_6"
"kcnq5"
"mettl23"
"nlrp1a_4"
"prkaa2"
"rbm12b"
"rrp36"
"sart3"
"scfd1"
"scyl1"
"srrm1"
"srsf4_2"
"zbtb9"
"znf775"
