"x"
"abca1"
"arrdc1"
"bag4"
"c6orf132"
"esyt3"
"fam110d"
"fbxo11"
"gabarapl1"
"gltp-a"
"insig1"
"loc100488374"
"maff"
"map3k7ip3"
"nr1d2"
"pacs2"
"pcnx1"
"plekhm1"
"rab40c"
"slc26a2.2"
"slc26a2_3"
"tbl1xr1-a"
"twist2_3"
"ulk1"
"zbtb37"
"zfyve1"
"zranb1"
