"x"
"aars2_7"
"akt2-a"
"aplp2_5"
"asap2"
"atp6ap1_2"
"c9orf152"
"caprin1"
"copg1"
"coq9"
"cyp1a5"
"dlst"
"eif4enif1"
"fkrp"
"fzd5"
"gpaa1"
"gsk3b"
"il10rb"
"ireb2"
"k1c0_2"
"lcmt1"
"lin1_3"
"lorf2_240"
"lypd2_5"
"man1a2"
"mtmr3"
"pcsk5"
"pidd1"
"plaur"
"plekha8"
"qsox1"
"r3hdm1"
"rbl2_2"
"reps1"
"rplp2_4"
"rrn3_2"
"sesn3_2"
"sf3a1"
"sh2b1"
"ssuh2_2"
"taok2"
"tmem164"
"tmx3"
"trim2_3"
"ttc17"
"ubr3"
"wac"
"zbtb24"
"zc3h3"
