"x"
"adnp2"
"aen"
"ak6"
"alkbh8"
"alyref-a"
"ankrd37"
"ap1ar"
"apmap"
"arl8a_2"
"asxl1"
"atad1"
"best1"
"bloc1s3"
"bms1"
"bpifb2"
"brix1"
"bud23"
"bysl"
"c11orf24"
"c2orf81"
"camlg"
"carf_2"
"ccdc137"
"ccdc65"
"ccnt2"
"cct6"
"cdkn2aip-a"
"cebpz"
"chchd2p9"
"chmp4b"
"clp1"
"commd5"
"creg1"
"crk"
"cxxc1"
"cyct"
"dcp1a"
"ddi2"
"ddx10"
"ddx19b"
"ddx23"
"ddx24"
"ddx27"
"ddx31"
"ddx39a"
"ddx47"
"ddx51"
"ddx55"
"ddx56"
"ddx59"
"dennd3"
"dhodh"
"dkc1"
"dmtf1"
"dnaja3_3"
"dohh"
"dpm1_4"
"drc1"
"dusp11_2"
"e2f7"
"ebna1bp2"
"ecd"
"ehd4"
"eif2s1"
"eif3j"
"eif4a1"
"eif4a3"
"eif4e"
"emg1"
"epor"
"etf1"
"ethe1"
"exosc1"
"exosc4"
"f26"
"fam136a"
"fcf1"
"fgfrl1"
"fmo2"
"fxr2"
"gabrb2"
"gclc"
"gipc1"
"gpbp1"
"gpr180"
"gps2"
"gstp1_2"
"gtpbp8"
"heatr6"
"hmgcs1"
"hnrnpdl"
"hspa14-a"
"hspa9"
"hyal2"
"idh3g"
"imp3"
"imp4"
"ints11"
"irak4"
"ist1"
"kdelr2"
"larp6"
"lars1"
"leng1"
"leo1"
"loc116409818"
"lrrc59"
"lsm12"
"luc7l3"
"lyar"
"mat2a"
"mcat"
"mettl1"
"mettl13"
"mitd1"
"mocs2"
"mrm3"
"mrpl46"
"mrps2"
"mtmr8"
"myd88"
"nat10"
"nmd3"
"nob1"
"noc2l"
"noc3l"
"noc4l-b"
"nop14"
"nop2"
"nop53"
"nop9"
"noxo1"
"nsmce4a"
"nsun5"
"nup43"
"nvl"
"nynrin_6"
"ocar_5580_2"
"ogfod1"
"otulin"
"paics"
"pcbp3_2"
"pdlim2"
"pdp2"
"pes1"
"pgs1"
"pi4k2b"
"pih1d2"
"pisd"
"polr1e"
"polr3d"
"pop1"
"pop4"
"pop5_2"
"ppan"
"ppp2r5d"
"prex2"
"prmt5"
"prr18"
"psmb4"
"ptdss2"
"pum3"
"pus1"
"pycard_2"
"rab3a_2"
"rabgap1_2"
"rbm28"
"rcc1"
"rcl1"
"rexo4"
"riok3"
"riox2"
"rnpc3"
"rpf2"
"rpl7l1"
"rpp38"
"rpusd2"
"rrp8"
"rrp9"
"rsl1d1"
"ruvbl1"
"sco2"
"sfpq"
"sh3bgrl2"
"sh3bp4"
"sh3rf2"
"slc19a1"
"slc1a5"
"slc25a10"
"slc35f2_2"
"slc7a8"
"smarca5"
"smn1"
"smu1"
"snrpa1"
"snrpb2"
"snu13"
"spout1"
"srp54"
"srpk2"
"srpra"
"ssr1"
"ssr2"
"stil"
"stxbp2"
"sult6b1"
"supt4h1"
"supv3l1"
"syncrip"
"tbc1d20"
"tbl3"
"tcp1"
"timp4"
"tlr5_2"
"tnk2"
"trabd"
"trmt10a"
"trmt61a"
"trmu"
"tsen2"
"tsr1"
"tsr2"
"ttc1"
"ttc22"
"uap1"
"ube2a_2"
"use1"
"usp36"
"usp48"
"utp23"
"utp3"
"utp6"
"vtga2"
"wars1"
"wdr3"
"wdr6"
"wdr74"
"xpot"
"yipf6"
"ythdf1"
"zbtb12"
"zc3h10"
"zc3h15"
"zg66_61"
"zg66_7"
"zgpat"
"zmynd19"
"znf574"
"znf622"
