"x"
"abca8"
"abcc1_2"
"adam11"
"adamts12"
"adamts8"
"agtr1-a"
"angpt1"
"angpt2"
"ankdd1a"
"ar1_2"
"asic4"
"avil"
"bace2"
"bhlha15"
"cacna1c"
"calcr"
"cd93"
"cdh19"
"chordc1_2"
"chst3"
"clic4"
"cmklr1"
"col19a1"
"creld1"
"crispld2"
"cyp2g1"
"cyth3_2"
"dapk2"
"dchs1"
"dixdc1"
"dnah9_11"
"dync2i1"
"egflam"
"elf2"
"elovl4"
"emilin2"
"eng"
"enpp1"
"epha7"
"eva1b"
"fam204a"
"fcrl3_2"
"fli1"
"flrt3"
"fmn1"
"fn1"
"fscn"
"gcgr"
"gdi1"
"glrk"
"gpr33"
"gpr34"
"gucy1a2"
"hebp2"
"hykk"
"igf2-b"
"igsf11"
"igsf9b"
"il16"
"inpp5d"
"itga11_2"
"itga9"
"jam2"
"jsrp1"
"kdrl"
"klhl21"
"lama5"
"lmo2"
"loc100493770"
"lorf2_117"
"loxl2"
"loxl3"
"lpl"
"lrp4"
"lrrc70"
"ltbp1"
"mettl24"
"mpz"
"mrc2"
"mtss2"
"mxra8"
"myct1"
"mypop_2"
"napb"
"ncald"
"ndnf"
"ndrg4"
"nova2"
"nsmf"
"ogn"
"orai2"
"p3h1"
"papss2_3"
"pdgfd"
"pgm5"
"phactr2"
"phlda1"
"pik3r5"
"pkd2"
"pkp4"
"plekhg2"
"plp1"
"plpp3_2"
"pol_26"
"ppp1r9b"
"prss23"
"ptges"
"ptprb"
"pxdn_2"
"rab3il1"
"rasl12"
"reck"
"rgs5"
"rhobtb2_2"
"rnf149_2"
"s1pr1"
"sfrp2"
"sgce"
"sh2d7"
"slc12a4"
"slc6a4"
"slc7a14"
"slc8a3"
"snai2"
"snca"
"sox18"
"spag9_3"
"spata13"
"spata6_2"
"stac2"
"sumo1"
"svep1"
"syde2"
"syngr3"
"tbkbp1"
"tc2n"
"thbd"
"thbs2"
"tmem100_3"
"tmpo_15"
"tnfrsf11b"
"tomt"
"ubxn2b"
"uevld"
"ugt8"
"zcchc24"
