"x"
"abcb11_3"
"abcb4"
"abcf3_5"
"abra_2"
"acry_0781"
"ahcy-b"
"akr1b1"
"anmk_2"
"arhgap8"
"atp7b_4"
"atxn1l"
"bcoa_0505"
"bcor"
"bnip3l"
"brwd3_3"
"c15orf61_2"
"cdk5rap1_6"
"clpb_7"
"cmk"
"cml"
"cptp"
"crlf3"
"ctnna1"
"dcm"
"dcm_6"
"dis3l"
"dnaa"
"eli_1299"
"eli_1307"
"eps8l2"
"faah2_4"
"fcol_03560_2"
"ftsk_8"
"ggta1"
"glna"
"gmps_2"
"gpi_2"
"guf1"
"harbi1_49"
"haur_0135"
"hspa4"
"ino80_4"
"ldlrap1-b"
"lgalsl"
"lorf2_33"
"lorf2_73"
"lpin2"
"lrrc41"
"lrrc51_2"
"lrrfip1"
"mars2"
"metk"
"mettl4"
"mnt"
"mov10l1"
"mutl2_4"
"ncoa2"
"ndufb2"
"nipa2"
"nipal1"
"nr2c1"
"nrp2_2"
"nubpl"
"ocar_4224"
"osbpl2"
"pars2_2"
"pcsk5_3"
"pept_5"
"pgd"
"phactr4-b"
"picalm_2"
"plag1_3"
"plcxd1"
"plekhg5"
"pol_44"
"pola_2_2"
"poras_0069"
"ppif"
"prcc"
"premu_0213"
"prom2"
"pxk"
"rasd1_2"
"rnf19a"
"rpe_2"
"rpia_2"
"rpry_3"
"rrm1_3"
"rtl1_40"
"sertad1"
"skic2_2"
"slc26a11"
"slt_8"
"snip1_2"
"sp_1634"
"srsf2"
"stag2"
"stimate"
"tata"
"tcerg1"
"tef"
"tgm3_3"
"trip4"
"uvrb"
"vire"
"vpr"
"vpr_2"
"ybfg"
"yhge"
"ymfn"
"ywhaz_7"
"zcchc4"
"zg16_2"
"znf534"
"zswim9"
