"x"
"actr3-b"
"ash2l"
"b3galnt2"
"ccdc51"
"cfap44"
"cl004"
"cnih1"
"copb1"
"csk22"
"emc7"
"fbxl4"
"fbxw2"
"grk5"
"hexb"
"hira"
"klhl7"
"mbtps2"
"mettl3"
"mogs"
"prkcsh"
"slc30a6"
"slc40a1_2"
"taf6l"
"tlk1"
"tm9sf3"
"tmem115"
"tmem150a_3"
"tmem161b"
"tmem223"
"wrap73"
