"x"
"abhd4"
"abl1"
"ablim2"
"ablim3"
"acly"
"acsl3"
"acy3_3"
"adam9_2"
"adrb1_3"
"aftph"
"ago2"
"ahdc1"
"amer1"
"amot"
"ankrd27"
"ano1"
"aplf"
"arhgap17"
"arhgap21"
"arhgef38"
"arid1a"
"asb1"
"asb7"
"atp11b"
"atp7a"
"atxn7"
"bag3"
"bahcc1"
"baiap2l1"
"bbs1"
"bicra"
"braf"
"brpf1"
"brwd3"
"cachd1"
"cacna2d2"
"camta2"
"casc3"
"casr"
"cav2_2"
"cbx5_4"
"ccdc186"
"ccn1_2"
"ccser2"
"cdca4"
"cdr2l"
"cep57"
"chordc1"
"chpf"
"cic"
"cilk1"
"cmah"
"cmip"
"cndp1_2"
"crebbp"
"crot"
"crtc3"
"cyth2"
"dennd1b"
"dgkz"
"dhx8"
"dnajc10"
"dock3"
"dock7"
"dot1l"
"dusp11"
"dyrk1a_2"
"egfr"
"eif3a"
"eif4b"
"ep300"
"epc1"
"epg5"
"ephx2"
"erbb3"
"ervk-8_5"
"esyt2-a"
"etnk1"
"eurl"
"fam110c"
"fam199x-b"
"fam83g"
"farp2"
"fbxo21"
"fbxo25"
"fchsd2"
"fcn2"
"fgd1"
"foxj2"
"fuca1"
"fxr1_3"
"gab3"
"galk1"
"garre1"
"gatad2b"
"gde1"
"gemin5"
"gid8"
"gm2a"
"gna13"
"golph3"
"gpatch2"
"harbi1_47"
"heatr5a"
"hephl1"
"hmgxb3"
"hprt1"
"hs3st3a1"
"hsd11b2"
"huwe1"
"hycc2"
"igfbp1"
"il17re"
"il20rb"
"inppl1"
"insrr"
"ipo5"
"ippk"
"irs2-a"
"itm2a"
"jak2"
"kansl1_2"
"kcnk1_2"
"kif16b"
"kif2a"
"klf10"
"klf15"
"klhl17"
"kmt2b"
"l1re1_19"
"l1re1_9"
"l1td1_27"
"lamp2"
"larp1"
"larp4"
"lats1"
"limk1"
"lin1_10"
"loc100486142"
"loc101733659"
"loc101734280"
"loc108644463"
"lorf2_13"
"lpcat1"
"lrp10"
"lrp8"
"lrrc31"
"lrrc75a"
"lrrcc1"
"lsm14a"
"lurap1"
"lysmd4"
"macc1"
"map3k10"
"marf1"
"mblac2"
"mcc"
"med1"
"med26"
"met"
"mfap3"
"mgll"
"mical3"
"mllt10"
"mllt6"
"mlxip"
"mon1a"
"morc3"
"mpzl3"
"mtmr6"
"mvp"
"myo5b"
"nav2"
"nbr1"
"nedd4l"
"nfat5"
"nfya"
"ngef"
"nim1k"
"nol4l"
"nsd3"
"nsmaf"
"nudt3"
"numa1"
"nxf1"
"osmr"
"p2ry14"
"pard3"
"parp11"
"pcdhgb1"
"pcgf5"
"pdxdc1"
"peli1"
"pex14"
"pgfs"
"phka2"
"pias1"
"pinlyp_2"
"pld1"
"pnrc2"
"pol_35"
"por"
"ppfia1"
"ppp1r13b"
"ppp1r9a_2"
"prkag2"
"prrc2a"
"ptk7"
"pwwp2a"
"r3hcc1"
"r3hdm2"
"rab22a"
"rab27b"
"rab2a_4"
"rab6b"
"rabgap1"
"ralgapa2"
"rasal2"
"rbm12b2_3"
"rbm15"
"retsat"
"rgs16_2"
"rilpl1"
"rims1"
"rnf11_2"
"rnf166"
"rps6ka3"
"rspry1"
"rtl1_107"
"rtl1_24"
"scand3_2"
"sec16a"
"serinc5"
"sesn3"
"setd1a"
"setmar"
"slain2"
"slc11a2"
"slc25a37"
"slc25a43"
"slc26a5"
"slc30a7"
"slc38a2"
"slc45a3"
"slc45a4"
"slc6a14"
"slf1"
"slmap"
"slx4ip"
"smagp"
"smap2"
"smg6"
"snap47"
"socs4"
"sos2"
"spryd3"
"srcin1"
"srf"
"srrm2"
"stam"
"stau2"
"steap4"
"stk17a"
"stk36"
"susd2"
"synj2bp"
"szt2"
"tacc1"
"tank"
"tapt1"
"tbc1d23"
"tent5a"
"tesk1_2"
"tex2.2"
"thap3"
"tjp1"
"tmem161b_2"
"tmem174.2"
"tmem192"
"tmem63a_2"
"tmem68"
"tnik"
"tom1"
"tppp3"
"trim59_2"
"ttc21b"
"ttc8"
"ubox5"
"ubr2"
"unc93b1_2"
"unk"
"urb1"
"usp49"
"vamp8"
"vmo1_2"
"wdfy2"
"wdpcp"
"wdr26"
"wdr47"
"wnk2"
"zbtb7b"
"zcchc3_3"
"zdhhc13"
"zer1"
"zfyve27"
"zg48_3"
"znf865"
