"x"
"acbd5"
"ada_2"
"arf1_8"
"ccdc96"
"cdkn1c_2"
"chst1"
"cnn1"
"cracr2b"
"cspp1"
"ctf1"
"cux2"
"cyb5r2_2"
"emc9"
"ervk-7_4"
"f3"
"fxr1_5"
"ganc"
"gigyf2"
"gin1_5"
"golga7"
"gstm2"
"gvin1"
"hsp70"
"id3"
"immp2l"
"jmjd4"
"keap1"
"l1td1_28"
"lin1_50"
"loc100487884"
"loc101731425"
"lrch2"
"lto1"
"mblac1"
"mnd1"
"mpc1"
"mpdu1"
"nectin3_2"
"nfyb"
"nipal3"
"nlrc5"
"nynrin_3"
"odad4"
"olfm"
"pard3b"
"parp15"
"pgbd4_6"
"pgm2l1"
"phyh"
"piwil1"
"pol_25"
"ptpn4"
"rhbdl3"
"rtl1_26"
"scube1"
"sh2d5"
"smyd3"
"son"
"srsf1_4"
"srsf7"
"stat1"
"stk10_2"
"stmp1"
"syna_2"
"sytl2_2"
"tead1"
"thoc2"
"tmpo_53"
"tnfsf13"
"trim25_23"
"ulk3"
"xrcc4"
"zbed5"
"zg66_37"
"zg71_2"
"zmym5_2"
"znf800"
