"x"
"abra_3"
"atp6v1g1_2"
"cdc6"
"ceacam19"
"cisd3_2"
"dock10"
"dynlt2b"
"dynlt3"
"fbxl16"
"gmeb1"
"h2-aa"
"h2ac21_5"
"hmgb1"
"mppe1"
"mycbp"
"nfu1"
"psmb9"
"rab35"
"septin7"
"strada"
"sub1"
"tha1"
"tmem14c_2"
