"x"
"ache"
"adgrb1"
"aplp2_3"
"arl8a"
"aspa"
"bcl2l1"
"cacna1g"
"carmil3"
"castor1"
"ccn1"
"ccpg1"
"clec3b"
"ddo"
"erg28"
"f2rl3_2"
"fgf9"
"fos_2"
"hhipl1"
"iglon5"
"il17b"
"krt7"
"lacc1"
"laml3"
"lgals9_2"
"lorf2_5"
"loxl1"
"moxd1"
"nme9"
"nos2"
"ntrk3"
"oip5"
"p4ha2"
"pla2g10"
"plekhf1"
"plod3"
"prpf38a"
"prr5"
"rgn"
"s100b_2"
"sema3b"
"sh3gl2"
"shisa4"
"slc5a7_3"
"slit1"
"tbl1x"
"tpst2"
"vasn"
"vopp1"
"ywhag-a"
"zic3"
