"x"
"acy3"
"arhgdib"
"arl1"
"arpc3-b"
"ccdc115"
"cetn3"
"chchd10"
"commd1"
"commd4"
"coro6"
"cox16_2"
"dapl1"
"dhfr_3"
"eif2b1"
"engase"
"g2e3"
"gorab"
"gstk1_4"
"gtf2f2"
"hdac8"
"hspbap1"
"lgals3"
"loc101730723"
"mbd3"
"mcee"
"mrps28"
"mrps7"
"mtr_3"
"ndufb5"
"pdzd11"
"pfdn4"
"psme1"
"sarnp"
"sec22b"
"tcea1"
"thap3_7"
"timm17b"
"tmem128"
"txn2_5"
