"x"
"aasdh"
"abhd14a"
"acbd3"
"agk"
"aldh16a1"
"ampd3"
"angel2"
"ankrd28"
"ankrd54"
"aox1"
"ap4e1"
"aplp2"
"aqp11"
"arfgef2"
"arfip1"
"arpc5-a"
"atg2b"
"bag6"
"bbs10"
"bbs2"
"bltp2"
"brd8"
"btaf1"
"c1galt1"
"c4bpa"
"ccdc102a"
"cdk10"
"cdk12"
"cdk13"
"cdkn2c"
"cds1"
"cebpzos"
"cfap97"
"cherp"
"ciz1"
"clasp1"
"clcc1_2"
"cldn1"
"cnot1"
"colgalt1-b"
"crkl"
"ctc1"
"cul9"
"cyld_2"
"daam1-a"
"dhcr24"
"dhx16"
"dock6"
"ece1"
"ecpas"
"eeig1"
"entpd4"
"ercc8"
"extl3"
"fam114a2"
"fam83h"
"fbxl13_2"
"fbxl19"
"fbxo27"
"fdx1_2"
"fez2"
"flot2"
"fsd2"
"ganab"
"gapvd1"
"gbf1"
"gbp"
"gclm"
"gfra1_2"
"git1"
"glg1"
"gnai1"
"gpr137c"
"gpt"
"grap"
"gtpbp1"
"hid1"
"hnrnpul1"
"hsf1"
"iars1"
"ilvbl"
"ints2"
"iqgap1"
"iws1"
"kat7"
"kcnn2"
"kdm1b"
"kdm3b"
"kdm5a"
"kdm5b"
"l1td1_37"
"lamp5"
"lancl1"
"letm2"
"lman2l"
"lmf1"
"loc100493797"
"lpar5"
"lrrc8e"
"maoa"
"marchf6"
"maz"
"mbd1"
"me3"
"med14"
"mex3c_2"
"mfn2"
"micall1"
"mindy1"
"mllt1"
"mon2"
"mpp5"
"mrtfa"
"mtf1"
"nfe2l1"
"nhlrc3"
"nuak1_5"
"osgin1"
"pak4"
"pcdh20_2"
"pcyt2"
"pdia5"
"pdk2"
"pex5.s"
"phlpp2"
"pigc"
"pik3ca"
"pip4k2b"
"plekha5"
"plpp1_2"
"pnpla7"
"polr2a"
"pou5f1.2"
"ppp1r3b-a"
"ppp2r3c"
"ppp3cb"
"ppp3cb_2"
"prima1_2"
"prkca"
"prpf8"
"pum1"
"qsox2"
"rab23"
"rad54l2"
"ralgapa1"
"rbl2"
"retreg2"
"rfxap"
"rgp1"
"rgs12"
"rplp2_5"
"rsbn1"
"rtcb"
"rtn3"
"sbf2"
"selenon"
"serinc3"
"setx"
"sft2d3"
"sgms2"
"sgpp1"
"sinhcaf"
"slc35e2a"
"slc35g2"
"slc5a8"
"slc8a2"
"slc9a8"
"smc1a"
"smc3"
"smcr8"
"smg8"
"smpd3_2"
"snrnp200"
"snrnp35"
"spg11"
"srebf1"
"srpx2"
"stxbp5"
"syvn1-a"
"tab1"
"taf1c"
"tdg"
"tent2-b"
"tent4b"
"tiam1"
"tm256"
"tmed2_3"
"tmem267"
"tmem64"
"tnpo1"
"tp53i3"
"traf7"
"trappc10"
"trappc11"
"trip12"
"trpc4ap"
"tsc2"
"ttc7b"
"ttll11"
"ubxn7"
"usp45"
"usp7"
"vamp7"
"vcpip1"
"vps50"
"wdr44"
"wnt7a_2"
"wwp2"
"xiap"
"zbtb22"
"zg66_12"
"znf783_4"
"zyg-11"
