"x"
"acea"
"acea_2"
"acp4"
"acrb"
"adnp"
"adora1"
"aida-a"
"alkbh5"
"angel1"
"bambi"
"cacna2d4"
"camkmt"
"chic2"
"chkb"
"cldn7"
"dnaja2"
"dpm1_2"
"eef1a1_9"
"eif1ax"
"eif4ebp2"
"faim2"
"fibp"
"igl1"
"jkamp"
"krt6a_2"
"lgg_00306"
"lmod2"
"loc100493455"
"loc105948087"
"mbd4"
"med22"
"megf9"
"mmel1_2"
"mrpl18"
"mrps26"
"myh7b"
"myo1d"
"nos1ap"
"osbpl9"
"otud7b"
"paip2b_2"
"pip4p1"
"pip5k1a"
"pligb_11"
"pomc"
"prr14"
"pxn1_8"
"pygo2"
"qdpr"
"rgs4"
"rhbg"
"rnf149"
"rpp14_2"
"rrm1_23"
"rsph9"
"ryk"
"samd4b"
"serinc4"
"serpinb14b"
"sgk3"
"slc35d1"
"smarcd1_2"
"srrm4"
"sulaz_0908"
"sult1e1"
"syn2"
"syne2_3"
"tat_3"
"timeless_2"
"timm23"
"tle1"
"tmem127"
"tnfaip2"
"tnfrsf19_2"
"trhr_3"
"ttc7a"
"tufm_10"
"tyrosinase"
"usp42"
"yes1"
"zbtb41_2"
"zfand2b"
"zfand6"
"zo29"
"zzz3"
