"x"
"acta2"
"anxa5"
"arhgdib_2"
"asip"
"btg3"
"c2orf50"
"cd22"
"ceacam2"
"cerkl"
"cflar"
"chd5"
"cpxm2"
"emc6"
"fabp7"
"gdnf"
"harbi1_27"
"hcrtr2"
"ift80"
"igf2bp3"
"il17rel"
"il1r1"
"il5ra_2"
"kcnj2"
"lin1_7"
"masp2"
"msmb"
"nhlh1"
"nmu"
"nog_2"
"phactr1"
"pip5k1b"
"pknox2"
"ppfia2"
"prrx2"
"rac2"
"rbp1"
"rgcc"
"rnd3"
"rpp21"
"rsl24d1"
"rtl1_20"
"sec62"
"septin6"
"slc12a5"
"smoc1"
"sncb"
"st3gal2"
"syt3"
"tkn1"
"tmem108"
"tmem50a"
"wwc3"
