"x"
"acvr1_2"
"adgrg6"
"arid3b"
"arrdc3"
"asb2"
"baiap2"
"bcr"
"c4bpa_2"
"capn3"
"ccdc177_2"
"chsy3"
"col27a1"
"csgalnact1"
"dgkq"
"dnaaf9"
"dnajb4"
"dpm3"
"elmo1"
"erc1"
"ervk-11"
"esyt1"
"fmnl1"
"fndc3b"
"ghr"
"gnb4"
"hdlbp"
"hhla2"
"iqsec2"
"irag1"
"jmy"
"keap1_2"
"kiaa1549"
"kif1b"
"kiss1r_2"
"kit"
"l1td1_33"
"loc101733520"
"loc116410512"
"lyn"
"mafg"
"mgat4b_3"
"mier3"
"minpp1"
"mlycd"
"mmd"
"myo1c"
"naa60"
"nav1"
"nedd4"
"nek7"
"nfatc3"
"notch2"
"pappa"
"pid1"
"pla2g4c"
"plcz1"
"podxl"
"prdm1"
"prnp"
"ptprr"
"rapgef1"
"rasgef1b"
"rin2"
"rtl1_13"
"sec14l1"
"slc47a2_2"
"slc9a9"
"sms"
"stk10"
"stxbp5l"
"tacr1"
"tgds_3"
"tmpo_19"
"tns2"
"trim25_5"
"ulk2"
"usp6nl"
"vcam1"
"wdfy1"
"zbtb33"
"zg66_59"
"znf507"
"znf592"
"zo84_10"
