"x"
"adamtsl5"
"bcat2"
"cdcp1"
"crat"
"csk"
"ctdspl2"
"cyp1b1"
"cyp2h2"
"dach1"
"deaf1"
"elmod3"
"epn2"
"fsbp"
"fzd3"
"hoxa9"
"kdm4b"
"lemd3"
"maco1"
"mpzl2"
"mtm1"
"npas2"
"nrtn"
"pcmtd2"
"phlpp1"
"pnma5"
"ptgfr"
"pwwp3b"
"satb1"
"scly"
"sema4c"
"sh3d19"
"slc1a3_2"
"slc25a46"
"slc29a3"
"spacdr"
"supt20h"
"tlr1"
"tmod3_2"
"tspan15_2"
"wipf2"
"zmynd8"
"znf667"
"znf839"
