"x"
"akap17b"
"atpsckmt"
"cabin1"
"ccl21"
"cdc42bpa_2"
"cdc42ep3"
"cgnl1"
"cpne8"
"crlf3_2"
"dapk1"
"efnb2"
"emx1"
"fg08846.1"
"fg08846.1_6"
"golm1"
"homer2"
"lingo2"
"lrrc3c"
"lyz"
"maf"
"pgbd4_14"
"plekhg7"
"prkcd_8"
"psd3"
"rilp"
"rims3"
"slc39a4"
"slc4a4"
"spock3"
"tada3"
"tbc1d15"
"wwtr1"
"zfhx4"
"zg66_23"
"znf329"
"znf608"
"zo84_14"
