"x"
"bmp2k"
"casp8ap2"
"col14a1"
"coq4"
"dst"
"fcgbp"
"gli4"
"hpcal1"
"nfib"
"nos1ap_2"
"nphp4"
"pcnt"
"ptprf"
"rbfox2"
"st3gal5"
"stag2_2"
"tnks1bp1"
