"x"
"acss2.1"
"adck5"
"cdc25b"
"cep250_2"
"dr1"
"e2f4"
"fgf12"
"fkbp1b"
"harbi1"
"il1rap"
"impdh2"
"insm1"
"jrk"
"kif13a"
"lipt2_2"
"lrrc8e"
"mansc4"
"maoa"
"ogfr_2"
"peg10_15"
"pigs"
"plod2"
"pol_77"
"ppp6r2"
"ptprz1"
"slc45a3"
"tln2"
"tm256_2"
"ttc29"
"washc1"
"zdhhc17"
