"x"
"arid2"
"cc2d2a"
"dhdh_3"
"dsp"
"fcn1_3"
"golim4"
"gpr89-b"
"ints1"
"lin1_45"
"mrpl57"
"mtor"
"numa1"
"pol_22"
"setd2"
"setx"
"tdo2"
"trappc8"
"trim2_2"
"ube2d2"
"uchl5"
"ung"
"zdhhc5"
"zg66_48"
"zranb2"
