"x"
"ap3m1"
"chd2"
"chd3"
"dcaf1"
"dcp2"
"dusp19"
"eif4g3"
"mmp23b"
"orai2"
"paxip1"
"pogz"
"rhot1"
"tnrc6a"
"tnrc6c"
"ubxn7"
"usp33_2"
