"x"
"acvr1b"
"agxt"
"atp5f1b"
"bcr"
"cdc42ep1"
"cep170b"
"coa7-a"
"erg28_2"
"fancf"
"gcsh"
"hgf"
"hivep1"
"itpr3"
"josd1"
"lyn"
"mkrn2"
"mrpl58"
"myo5b"
"ncs1"
"nsfl1c"
"osbpl3"
"pde4c"
"plxna4"
"ppp5c"
"psma2"
"psmb1"
"psmb6"
"psmc4"
"psmd12"
"ptges3"
"rbm8a"
"rflna"
"rtl1_28"
"sdha"
"sfxn2"
"sipa1l1"
"slc25a44"
"smim26"
"spag7"
"stambpl1"
"taf10"
"tent5a"
"tmem150a_2"
"top2b"
"tor1aip1"
"txnl1"
"ube2j2"
