"x"
"acsf2_2"
"aox1_2"
"arhgap30"
"armc1_2"
"ccdc102a"
"chad"
"fcn1_2"
"grik3"
"iffo2"
"matcap"
"mcf2l.2"
"msmb_4"
"necap1"
"npr2"
"nudt13"
"olfr24"
"rps4_8"
"samd13"
"tpcn1_2"
"trim25_24"
"troap"
"ube2d4"
