"x"
"adra2a"
"apbb3"
"armh1"
"b2m"
"blm"
"cat.2"
"clcn7_2"
"cpeb1-b"
"crebl2_2"
"crtac1"
"crvp_2"
"cyp2g1_10"
"cystm1"
"dcaf13"
"dnase1l2"
"ephx2_2"
"gk5"
"gtf2ird2_2"
"hebp2"
"iap"
"ints15"
"ip6k1"
"ism1_2"
"kcnq5"
"kiaa1191"
"krit1"
"l1td1_2"
"loc100491360"
"pde3b"
"polh_4"
"ppp4c"
"ptpn6"
"rab34"
"rgs14"
"sh3tc1_2"
"slc26a6_3"
"slc40a1_2"
"spryd7_2"
"stim1"
"stk11"
"tbc1d24.1"
"tec"
"thap5_5"
"usp19_3"
"xkr8"
"zc3hc1"
