"x"
"abca1"
"acot9"
"acy3"
"adgrl4"
"arhgdia"
"arpin"
"bckdhb"
"bop1-b"
"cb072"
"commd6"
"csnk1d"
"cyp2c23_2"
"ddc"
"dhx16"
"eif3c"
"eif4g1"
"endov"
"faah2"
"gstk1_2"
"kdm2a"
"kdm5c"
"mmp15"
"mybbp1a"
"nup153"
"polr1b"
"polr2a"
"ranbp2"
"rasd2_2"
"rbm12"
"rlf"
"rnd2"
"rnf114"
"rnf12"
"rps6kb2"
"rrp12"
"sbf1"
"sec22b"
"slc39a11"
"stat6"
"sts"
"supt6h"
"thap3_7"
"tmem94"
"trmt61b"
"tsr1"
"ubr5"
"upf1"
"usp7"
"uspl1"
"znf574_2"
