"x"
"atp6ap2"
"atxn2"
"brca1"
"ccdc77"
"cep68"
"cox16"
"cpped1"
"cyp-35c1"
"eef2"
"emc6"
"fbxo6"
"fitm2"
"haus6"
"ifi30"
"ipcef1"
"kpna3"
"ldhd"
"loc100492268"
"med24"
"miox"
"nek8"
"pgbd4_12"
"prxl2b"
"ptrh2"
"rpp21"
"smcr8"
"tspan31-a_2"
"vipr2"
"zg66_3"
