"x"
"arhgap11a"
"atp13a5"
"ctnnbl1"
"cygb"
"elmo2"
"fam124a"
"fbxw11"
"ggt5"
"kcne3"
"kifbp"
"klhdc2"
"krt18-a"
"lrrc75a"
"nol12"
"nt5c1a"
"pde8a"
"pign"
"pisd"
"sebox"
"serpini1"
"sphk1"
"spire2"
"srbd1"
"tcaim"
"trim39"
"tyw3"
"vamp4"
