"x"
"baz2a"
"braf"
"csnk1g1"
"etv4"
"gnpda2"
"hspa14-a"
"kiaa0232"
"l2hgdh"
"mcm4-b"
"nup50"
"nusap1-b"
"pgbd4_3"
"phc2"
"pigl"
"pnma5_5"
"ppm1a"
"sgms1"
"slc25a37"
"slc30a5"
"slc7a6"
"ssuh2_2"
"tmem255a"
"vps36"
"znf197"
"znf876p"
