"x"
"cnih4"
"cyp2d15"
"gdpd5_2"
"ifitm3_2"
"kbtbd4"
"lhfpl6"
"lin1_10"
"liph"
"lorf2_4"
"lta4h"
"ntmt1"
"otor"
"rft1"
"rhag"
"runx1t1"
"snx33"
"sowahd"
