"x"
"arsi"
"atg16"
"cmas"
"coasy"
"dhrs3"
"foxp4"
"hbs1l"
"itgb7"
"kcnj11"
"keap1_2"
"ktn1"
"malsu1"
"mrps9"
"pawr"
"poldip2"
"psme3"
"rab2a_4"
"ramp2"
"seh1l"
"selenbp1"
"setd3"
