"x"
"arl5b"
"bbx"
"bcl9l"
"cald1"
"cs"
"dut_2"
"glra3"
"gprc5c"
"hsf3"
"ipo7"
"kansl1"
"mbnl3"
"myzap"
"ndst1"
"nfx1"
"pcgf5"
"phlpp1"
"pnpt1"
"rbpms"
"rraga"
"sfrp5"
"slc35g1"
"supt16h"
"tlk2"
