"x"
"acp5"
"ada_3"
"aifm1"
"alb_5"
"amotl1"
"anapc15_2"
"anxa5"
"apbb1"
"apol"
"apoo"
"arl14ep_2"
"atp5f1c_2"
"atp5mc2"
"atrnl1"
"borcs5"
"bpnt1_2"
"cbr4"
"ccdc149"
"ccdc175"
"ccdc30"
"cdkn2b"
"cep63-a"
"chrne_2"
"cnot11"
"cnpy2"
"commd7"
"cox16_2"
"creb3l4_2"
"daglb"
"dnajc25"
"dpm3"
"dpysl5"
"drap1"
"dtwd2"
"eaf2"
"eif2a"
"eif3h"
"elf2"
"emc3_2"
"emp3"
"esr-5"
"etfb"
"f10"
"fabp1"
"fam104a_2"
"fam151b"
"fam241a"
"fbxo11"
"fbxo30"
"fcrl5_3"
"fg08846.1_4"
"gbp6"
"glyat_2"
"gp5"
"grpel2"
"hhipl1"
"hint1"
"hnrnph3"
"hyi"
"iah1"
"ino80c"
"itga6"
"kctd2"
"klhdc3"
"krt7"
"lacc1"
"lin1_15"
"lmnb2"
"loc100487399"
"loc100496491"
"loc100496989"
"lrp11"
"map3k1"
"mettl23"
"mgst2_2"
"micos13_2"
"mif"
"mpc2"
"mprip"
"mroh2b_2"
"mrpl28"
"mrpl37"
"mrps18c"
"mtrr"
"mtus1"
"myl4"
"n4bp1"
"nacc1"
"nav2"
"nceh1"
"ndufa13_2"
"ndufa8_2"
"ndufaf6"
"ndufs6"
"nol4l"
"notch1"
"npnt"
"nsa2"
"ntpcr"
"nudt7"
"nup43"
"pacrgl"
"pclaf"
"plpp6"
"pmvk"
"pole4"
"polr2c"
"pom121"
"ppil4"
"ppp1r16a"
"prdm11"
"prelid1"
"prps1"
"rabif"
"rad54l2"
"rapgef1"
"rbks"
"rela_2"
"rnf168"
"rnf7"
"rpl10"
"rps13"
"rps5"
"scaf11"
"scamp2"
"scara5"
"sema3c"
"shroom3"
"sirt3"
"slc12a4"
"slc12a7"
"snrpc"
"strn"
"sult6b1"
"syp"
"taco1"
"tbc1d8b"
"tchp"
"tdp2"
"ten1"
"tep1"
"thap2_2"
"thsd7a"
"tmem242"
"tmem45b"
"tomm70"
"trip4"
"trnau1ap"
"ttbk1"
"ube2g2"
"ubl3"
"ulk3"
"uqcrb_2"
"vcpip1"
"vdac2"
"vmo1_2"
"vps29"
"ybx1"
"zbtb7b"
"zc2hc1c"
"zg66_7"
"znf131"
"znf592"
"znf786"
"zo84_24"
