"x"
"atcay"
"azin2"
"cacng4"
"ccnyl1-b"
"h3-3a_4"
"hvm63"
"itpripl2_2"
"lbh_4"
"mif4gd"
"nol9"
"plscr3"
"rap2a_2"
"shank2"
"shfl"
"slc25a39"
"slc39a9-a"
