"x"
"appbp2"
"arid5b"
"atoh8"
"chn2"
"dcakd"
"fchsd1"
"fkbp8_2"
"gpcpd1"
"haus1"
"hecw2"
"jmjd7"
"krtcap3"
"lmo7"
"loc101732294"
"men1"
"pacsin3"
"pomgnt1"
"ptpn9"
"rab6b"
"rcn2"
"rnf170_2"
"rtl1_20"
"scamp4"
"sirt5"
"snx17"
"zc3h11a"
