"x"
"adap2"
"arsk"
"bicral"
"ccdc28b"
"ccn1_3"
"cdkn1b_2"
"dlg4"
"eml4"
"eml5"
"enkd1"
"entpd1"
"fam180a"
"fermt3"
"fgl2"
"gmfb"
"gulp1"
"ier5"
"igsf1"
"lenep"
"loc100495325"
"map3k8"
"marcks"
"mfhas1"
"otog"
"paqr4"
"pim1"
"pkn1"
"plcb2"
"qtrt2"
"samd4b"
"scara3"
"sema4a"
"slc16a14"
"snai1"
"snx18"
"socs2"
"steap4_2"
"stxbp2"
"taf6"
"tfdp2"
"treh"
"usp53"
"vrk2"
"zap70"
"zmpste24"
"zo71_6"
